CA;ResultatNet;ValeurAjoutee;EBE;ResultatExploitation;ActifsEconomiques;FondsPropresNet;TotalBilan;FondsRoulement;BFR;CapitauxPermanents;ActifsImmobilises;ActifsImmobilisesHP;CashFlowNet;Tresorerie;ChargesFinancieres;DMLT;ChargesPersonnel;AchatsConsommes;AchatsTTC;MoyenneStocks;MoyenneCreances;MoyenneDettesFournisseurs;Defaut
4465038;-338838;1323422;892717;2104166;1642847;765570;4842753.846;850268;976740;879140;1288612;1288612;380345;-126472;568667;1094642;697563;841239;671477;736714;718438;478412;1
57647096;13009439;23811255;18554989;20629418;10659407;11751032;260188780;6733281;5166233;11087719;19384739;19384739;4449933;1567048;11369603;14363301;11284774;10822855;13957452;8480974;7403293;10718034;1
57853496;4503581;17742291;12969077;23959925;18856088;19497433;50039788.89;10074559;1891138;8812980;19823516;19823516;5456485;8183421;7432409;14947705;11513457;9273191;12195631;5982524;6779952;10871338;0
24758518;-113211;8963751;6072089;10460164;6255690;5637479;47235966.67;3453656;2001629;5597292;3914084;3914084;1959878;1452027;4631241;6683176;2983937;3753938;5607166;4132704;2643854;4774929;0
52154663;9266599;10967303;8516672;21028045;13822160;20162261;132379985.7;6358004;4574868;13605845;13157678;13157678;3512931;1783136;8538372;13080342;9507904;10314192;9507693;7391783;5975320;8792235;0
15963059;527583;3678142;2548594;5769529;4470758;2711499;4796209.091;1880380;2803674;4567043;5056551;5056551;1021001;-923294;2856843;5001293;2335394;2432802;3758792;2540543;1879225;1616094;1
31790198;6274634;6899687;5215635;13491048;8773963;8822608;104577233.3;4068654;1101152;10287619;6200787;6200787;2974835;2967502;5618156;7796872;4884122;3491465;6574360;3204958;3281690;5385496;0
22812509;-1816444;5346617;4067188;7079478;6740732;8946446;43763026.67;3717904;4878545;7502303;5143953;5143953;1506863;-1160641;3911471;8774143;3047417;4269633;4522806;4052005;3510611;2684071;1
32928707;650816;7935185;6193123;13033745;6952911;8310895;9297371.429;4260832;1800090;7391124;10011382;10011382;3093798;2460742;4837648;10231563;4825751;4677291;6187179;3520547;4707095;6427552;0
26019211;5631048;6511939;4779784;11633100;6574134;5138358;37540320;3975300;5897907;7837973;7471137;7471137;2200929;-1922607;3706071;6367231;4312809;5132703;3986730;4710757;4858284;3671134;0
17630280;1546609;7048905;5142530;5712052;3741657;3789471;10310726.67;2078497;2169086;4889050;5757956;5757956;1403010;-90589;1858825;6427134;3632269;3107630;3368487;2389868;2085188;2305970;1
4618768;-433594;1013058;693599;1924144;911038;722467;23368280;603794;868992;833144;1367253;1367253;349103;-265198;547527;1346896;800201;627628;830781;758881;714505;604394;1
12439639;507242;2498629;1849694;3831108;2394349;3684498;4227016.667;1766838;1214459;3985295;2756388;2756388;1036129;552379;2320701;4366830;1921000;2427086;2772233;1645866;1843204;2274611;1
63897052;5508190;21801499;14569344;15885997;16014733;25424650;39344214.29;7282795;10836208;11590591;10827401;10827401;4464887;-3553413;12292973;23626685;12091397;9704930;13121614;11173149;6698977;7035918;1
28475752;-1576743;10978675;7443938;9792292;6947294;4611495;49539350;4988116;4332653;7575899;6721449;6721449;2068774;655463;3945692;11160144;3577624;5487242;5664143;3481700;4027326;3176373;1
61670453;11237010;24336400;18880561;26246700;9761111;22895320;140462625;8812188;7090112;18003025;18053281;18053281;5917957;1722076;8297340;16204357;10922056;11919236;14224389;9415555;7663144;9988587;0
10534312;612920;2952189;2219329;4785455;1648167;1685445;7661500;1113782;1356827;1897046;2169756;2169756;744679;-243045;1281116;3103159;1364582;1873301;2281205;1174055;1284016;1101244;0
74082479;2866523;23614420;17247696;32146313;24464636;22759110;20475164.29;12798517;8051381;21921712;21984110;21984110;6087454;4747136;14418405;17668823;9848938;14718106;17894820;10134656;12203496;14286771;0
43523484;2463280;16798939;11618830;14628756;11442150;14220727;49265600;5761870;6710198;10126432;7462957;7462957;2566038;-948328;7034184;15516911;6343633;5952491;9675541;8654745;6740124;8684671;1
56311906;10144767;21222011;15240941;20093737;8921782;21376518;101447670;6291888;5631242;10159515;13429318;13429318;4288213;660646;10402083;17111914;8704172;8181080;12948805;9199648;7114807;10683213;1
15513683;3974570;6189051;4908256;4028032;4578926;2447067;30573615.38;2727728;1710661;4431019;4423136;4423136;1415632;1017067;2452718;6131943;2900990;1646667;3298913;1830707;2469620;2589666;1
1748169;-136758;656361;494475;478578;678574;644658;2252112.5;294856;366088;512449;447340;447340;125041;-71232;331297;636426;301868;259758;299013;217064;347298;198274;1
59487569;6301823;19353989;13112171;24412265;9542469;22372882;70020255.56;7651775;11256206;15631276;12722614;12722614;5582522;-3604431;6873971;19099674;9101659;10518176;14121965;11050059;7005532;6799385;0
13989329;1944488;4061999;3284604;4155729;5161302;5005687;21605422.22;2419687;2063459;3195626;3422982;3422982;1375719;356228;2086563;4933578;2813459;1494252;2814078;1801818;1773062;1511421;1
31012604;6165393;8996203;6849027;13331455;5402152;7561936;123307860;3784469;4546269;6948178;5904610;5904610;2799806;-761800;3506925;10058969;4115255;5710703;7704472;3381372;4637396;3472499;0
42320195;-3148009;8679811;6682105;18146492;16176913;6403316;61019650;6160572;6924124;13031949;12397555;12397555;3824210;-763552;6202042;10140017;7831644;6639999;10477860;7112423;5390529;5578828;1
41232596;6480337;16331387;12505833;20566370;12202439;11691248;108005616.7;5665496;5944020;10964701;9945368;9945368;3902059;-278524;4338499;8657054;7670673;7139144;9349179;5346395;5510410;4912785;0
72542116;15954379;26983239;21104710;26468160;20908623;27510112;122725992.3;8513048;9600142;22005099;20601148;20601148;4298499;-1087094;9481854;27610302;8981800;7399046;14589921;8829834;8695069;7924761;1
47552761;14249867;15224133;10262596;14502109;10965859;7242165;284997340;7317915;7512871;14184812;9895410;9895410;4343528;-194956;7353008;16172034;9525610;9416036;10942709;8621366;7793858;8902353;1
23579744;148090;9548284;6851922;10302207;8004527;6267470;1234083.333;3552411;3940026;6738547;5823375;5823375;2114189;-387615;4072128;5760024;3445385;3419939;5798774;4345391;4142377;4547742;0
39181105;10185244;14048732;11119459;13277488;6943341;12108109;127315550;4207474;5565212;7392336;9390057;9390057;2460624;-1357738;5523447;13773997;6606173;4852693;7579246;7047690;6112273;7594751;1
17592087;3447143;4957591;3499368;6452673;4485763;3771133;24622450;2131249;3358551;5012253;3270586;3270586;1748386;-1227302;3274856;4796430;3068128;3087594;4253793;2557734;2583603;1782786;1
16558950;1584154;7241977;4971653;6865346;3319962;6520000;10561026.67;1857497;3325312;3498731;5200093;5200093;1215369;-1467815;2874049;3999027;2820528;2518608;2969793;2991678;2219643;1886009;0
47539260;11851054;18003501;12121835;13578833;7197872;13398991;131678377.8;8240982;8576054;12968297;16436828;16436828;3931464;-335072;8165301;17607923;8187203;7162876;7593938;7519942;9241441;8185329;1
22955264;2067653;4939906;3849875;6351141;6506119;8965081;14768950;2499500;2809642;3966442;5645155;5645155;1977784;-310142;4120515;8360040;4123568;2423457;4767800;2915534;4304574;4410466;1
38035435;8737796;15725910;10460200;17749199;14299111;11020446;97086622.22;4151931;7938683;10610497;12924982;12924982;2266924;-3786752;5400000;9324253;5561983;4570950;7545241;5870939;6828161;4760417;0
56387218;10307146;13839562;9548083;18438736;21567605;14476769;206142920;8520694;11488548;11831935;14421409;14421409;3569104;-2967854;7597504;21222750;9128228;10374488;13531939;11253329;6286262;6051043;1
16236203;1267513;3364972;2292066;7684351;5019112;2545542;9053664.286;3199241;1061216;2991787;3623643;3623643;1043813;2138025;2802285;3513402;2236165;1720160;3304546;1678831;2104583;2722198;0
19032427;1012147;5268405;3955934;8571733;5293006;7578270;7785746.154;2349750;3849431;6127852;5046717;5046717;1205574;-1499681;2967457;4526187;2967050;2182104;4655227;3457962;3134871;2743402;0
27693511;2802723;7676404;5429855;8465004;9224990;4206703;18684820;3331007;7316280;6993584;6551980;6551980;2324772;-3985273;5342012;9968623;3917872;2852368;4868339;5121439;5247154;3052313;1
52772815;5232846;12946008;9949777;24450650;10728558;19723380;43607050;9806460;12231884;8714622;7921291;7921291;2884937;-2425424;5784852;12763776;9773537;5874436;8502421;10401087;10024994;8194197;0
49945043;549435;12875209;9354589;17030563;7577770;17114277;4578625;7430219;4719842;11792031;14873109;14873109;4346136;2710377;7888877;16327555;8698048;7770362;11718479;6953617;5076406;7310181;1
20700917;2614142;6176450;4820951;10758976;4014054;8209031;23764927.27;3237769;4503004;3531392;6275849;6275849;1790381;-1265235;2169786;5027215;2744940;3384730;3159910;3908287;4082532;3487815;0
53748998;8063368;11372097;9057176;25428971;21352146;20830135;89592977.78;5784529;11899634;15454807;12269671;12269671;4044918;-6115105;9638131;11956138;6725758;8600610;10284300;10568747;8039337;6708450;0
12438662;203615;2937796;1995275;5638349;4929908;1870093;1454392.857;2479606;2590625;2430828;4231672;4231672;952811;-111019;1981019;2548471;2270823;2385796;2746084;2173796;1883803;1466974;0
55626751;16542455;20933129;16420810;23905152;11346201;17200361;137853791.7;7759134;11607846;13674169;8634188;8634188;4319328;-3848712;10190336;13526651;8004612;10444922;10803893;10612458;10298465;9303077;0
4509551;-219310;1723360;1259170;2361168;957357;1488871;7668753.333;762873;563907;1148845;1287975;1287975;285151;198966;466401;992796;689186;632011;914728;612163;800173;848429;0
10888410;888725;4349015;3211525;4097350;4228696;2541761;14812083.33;1435355;1186981;2707115;3782810;3782810;830952;248374;1131789;3800964;1858307;1781500;2378465;1602956;1281838;1697813;1
13009293;3823181;4442044;3138323;6159637;3203322;2718702;27308435.71;2362194;2520189;3342102;2959773;2959773;914099;-157995;1342933;3633430;1873293;2152573;3189373;2154761;2374586;2009158;0
40209921;9249966;17679272;11904347;18538569;11522604;11118746;102777400;7921724;4861550;8540376;12846099;12846099;3325685;3060174;4180716;9348155;8142481;7300476;9943873;4887092;7401116;7426658;0
32369157;6530156;13926388;9945194;11504941;7829636;11593616;81626950;5072154;6477552;6519667;5543598;5543598;2090653;-1405398;6377876;8042546;6443794;5771879;7901498;5419128;6136042;5077618;1
55793316;-970057;12150475;8695072;26126869;18308875;22074152;60252881.82;11104622;5151746;9697850;15877517;15877517;2939629;5952876;9592244;13025832;7048371;7272976;9623297;8211581;5730544;8790379;0
31439061;773012;13328350;10522008;15466806;9551101;9234575;12883533.33;5940507;5319451;7608373;6341923;6341923;1811213;621056;4003021;6797462;5171772;5553307;5720132;4116657;6262393;5059599;0
37343927;1923388;7616306;5134828;10800674;8523619;13565048;19233880;5226503;7170344;7667595;11603853;11603853;2948471;-1943841;5211106;13868349;7463798;5646345;7334861;5542520;6495748;4867924;1
74133033;-1192507;21827551;15849500;27316326;22598421;21461669;227466612.5;10394573;11517643;15023717;21833175;21833175;4503384;-1123070;13283871;19848644;13684192;14489351;14552713;12540906;12319562;13342825;1
35675879;5682814;9837184;6638593;17515744;13640729;6741898;40591528.57;7087560;5153014;5665458;11724885;11724885;2407270;1934546;4593088;8519170;5047877;5812253;7376484;4989793;4255395;4092174;0
60625836;2617270;15316500;12013011;22268814;11353327;9754284;43621166.67;8549496;14600713;17257149;16490631;16490631;5147239;-6051217;6334907;24052127;7969988;10631110;11480025;10922473;9793452;6115212;1
67242621;14068061;18879446;14692444;25914075;16816216;21856141;175850762.5;10370184;4621123;12329121;17136519;17136519;5510444;5749061;9812616;21999554;9516376;7898237;10571510;6999276;10033331;12411484;0
62595624;-5739533;13818562;10178084;24083521;21590185;21144708;144013055.6;10451516;13318662;20514599;11270487;11270487;3481391;-2867146;9225968;19495105;9791030;7253971;13588619;10250172;12413206;9344716;1
66241901;2693251;22649624;17327485;27169396;11336635;21460154;17955006.67;11596890;16077405;20367741;17079387;17079387;4892744;-4480515;11910087;18677778;8484640;8271655;11646356;12013184;11102792;7038571;0
11470439;102109;3198723;2307092;2834301;2160765;3098488;1134544.444;1953622;1529012;2637147;2262723;2262723;694296;424610;2112350;4486199;2037589;2120677;2329017;1335714;1936574;1743276;1
32297154;5878060;10762250;8382548;11849855;8305614;8583404;73475750;5086826;5030406;4949052;8950867;8950867;1803501;56420;4536369;11998508;3912422;4357071;7232239;4797344;6226598;5993536;1
53678245;-4345515;13255567;10243445;16859800;20334080;12401883;60752818.18;8137547;13728063;13562513;10894740;10894740;3877686;-5590516;8794980;18705366;9318099;9360995;11586793;10691022;10319259;7282218;1
20765520;5911861;8713310;6686613;8365394;6732359;3707895;73898262.5;3418337;4015156;4477732;4607275;4607275;1414617;-596819;2781015;5992540;3626571;2802082;4048040;3212458;3960717;3158019;0
7243267;1568100;2144021;1617316;2989621;1842434;1495334;31362000;1031557;946457;1783743;1104547;1104547;611891;85100;1217791;2055202;980653;1058886;1192981;1386178;752735;1192456;0
52172210;9119198;22946106;17074955;13092445;9718125;14242208;75993316.67;5811826;8562403;9410561;14761293;14761293;4971728;-2750577;9509546;20539839;9030380;9632718;12830292;5910897;9962881;7311375;1
70746024;-1185940;23236956;16061488;26159937;22598847;20622365;246962528.6;8704799;9569783;16677159;16938645;16938645;6379280;-864984;11063129;18790248;14732710;14019170;17424950;9305987;12205094;11941298;1
12538154;869611;4757513;3188368;5725548;4427656;3075437;10870137.5;1287656;2476014;2873515;3839801;3839801;787924;-1188358;1340358;2895664;2576584;2443484;2327466;1840313;2356257;1720556;0
61210896;1726912;26815319;18432001;26927091;20583985;21407052;19187911.11;12225594;10091537;13532516;11387722;11387722;4596114;2134057;7294914;17131733;9857158;9803774;14009528;12137828;6313445;8359736;0
16746644;-381165;6821380;4575687;9331028;2935797;5737037;29201666.67;2265221;3000827;4275016;2524483;2524483;1137179;-735606;1770509;3494415;2150692;3156369;3562694;2598309;2394822;1992304;1
53799080;10137880;12776930;9032560;18452673;12978904;11227677;84482333.33;8918989;6779414;10183140;8988231;8988231;4921901;2139575;6582995;18908458;9854954;8340607;9848503;8164828;6932824;8318238;1
8716974;850514;2737772;2155337;3564591;3251447;1704429;5670093.333;1521215;851486;2699569;1765384;1765384;572060;669729;1216643;2490895;1444845;1198214;1955133;1411884;1179627;1740025;0
71892360;12004174;21239743;16441466;24950674;26173318;22426107;133379711.1;12201913;6306680;16812874;18687257;18687257;3781106;5895233;9378541;26307311;11255834;13145012;12186013;11257603;8105452;13056375;1
31203946;441508;10068862;7545294;13481774;6253096;9960012;3153628.571;3341323;4191474;7190190;8802831;8802831;1624640;-850151;4595697;8276998;4849477;4624005;5138906;4312931;4305956;4427413;0
43842874;-3977648;14655223;10366405;12406838;8493514;14582170;57345063.64;7406363;8919948;8137708;7437111;7437111;3154519;-1513585;7953959;16413226;7068851;4531286;10560836;7597856;7643930;6321838;1
71326641;304802;26576813;17822753;36620118;22577434;19981169;2540016.667;10761382;11586076;14548046;13019779;13019779;6865501;-824694;10188533;15231507;9286483;12889935;12331579;12189365;9710886;10314175;0
8776659;1843617;3348501;2454858;4266956;2809093;2615603;15363475;1234079;1389900;2333073;2634616;2634616;527935;-155821;1052789;2279966;1176948;1105832;1705999;1075538;1619872;1305510;0
63032574;18710883;26065070;17489702;27852111;13382298;20545881;187108830;12263279;10775909;12290005;20608912;20608912;5215936;1487370;11810906;14851068;8518489;8541754;10088394;10981865;9823097;10029053;0
11707236;3275502;4013746;3086734;4652520;2530195;3745092;23396442.86;2047091;1926232;3717841;2781303;2781303;984720;120859;1603436;4038285;1412995;2077786;1863987;2301341;1838870;2213979;0
16746237;2899648;6729913;5383743;5853784;5434600;2582269;48327466.67;2907579;2273360;2728287;3341533;3341533;902326;634219;2652119;5637125;2603209;3045600;4090950;1932515;2056996;1716151;1
3974367;-249958;841147;657876;1223212;1218280;1255440;8006750;495057;560156;1208900;1091590;1091590;308272;-65099;595106;1353405;802644;627019;964507;548523;577971;566338;1
7024545;1062285;1823527;1274214;2181421;2751027;1932058;13278562.5;1096826;1281906;1073641;1645264;1645264;486586;-185080;1351768;2198917;1292439;1400316;1377347;1167954;943354;829402;1
8368695;1847533;3550505;2488722;2277596;2410386;1655228;36950660;1534110;1835942;1275259;1929946;1929946;785553;-301832;1160001;3344444;1586654;970288;1525689;1419534;1663901;1247493;1
31765819;-2181850;9031669;6579683;14243454;9389680;9428276;24390435.71;6325412;8322563;6202188;8264524;8264524;1896636;-1997151;6162699;6720771;4638895;5783699;6773917;5876169;5901189;3454795;1
72860093;14592483;20486169;16137552;28894673;13081586;11296911;182406037.5;10654062;17838536;22634679;17261750;17261750;4301152;-7184474;11227176;20668626;12069618;10340929;14529545;14555881;11229084;7946429;0
50384345;4420319;10902731;8481749;16626751;17067656;8805941;40184718.18;8241612;8416287;8927415;15000714;15000714;4774915;-174675;8344729;19331891;6080974;9042244;10753681;5460729;8450550;5494992;1
